dataset,gamma_frac,S,seed,ci_level,nVmin,nEmin,dc_id,dc_str,m,nV,nE_best,best_head_j,best_base,weight
adult,0.25,300000,7,0.9,200,200,114,t0.Marital-status str UNEQUAL t1.Marital-status str AND t0.occupation str EQUAL t1.occupation str AND t0.relationship str EQUAL t1.relationship str,3,300000,9061,0,0.7308602616506709,0.48086026165067086
adult,0.25,300000,7,0.9,200,200,135,t0.capital-gain float LESS t1.capital-gain float AND t0.race str UNEQUAL t1.race str AND t0.Hours-per-week float GREATER t1.Hours-per-week float,3,300000,28261,0,0.2811969874056046,0.031196987405604615
adult,0.25,300000,7,0.9,200,200,145,t0.race str UNEQUAL t1.race str AND t0.class str EQUAL t1.class str AND t0.capital-loss float LESS t1.capital-loss float,3,300000,51954,2,0.2720268902459888,0.022026890245988806
adult,0.25,300000,7,0.9,200,200,148,t0.capital-gain float LESS t1.capital-gain float AND t0.Education-num int GREATER t1.Education-num int AND t0.sex str UNEQUAL t1.sex str,3,300000,53463,0,0.28911926432438473,0.03911926432438473
adult,0.25,300000,7,0.9,200,200,151,t0.capital-loss float UNEQUAL t1.capital-loss float AND t0.relationship str EQUAL t1.relationship str AND t0.sex str UNEQUAL t1.sex str,3,300000,8350,2,0.7054674181886055,0.4554674181886055
adult,0.25,300000,7,0.9,200,200,154,t0.Marital-status str UNEQUAL t1.Marital-status str AND t0.class str UNEQUAL t1.class str AND t0.relationship str EQUAL t1.relationship str,3,300000,74155,2,0.860912406419678,0.610912406419678
adult,0.25,300000,7,0.9,200,200,168,t0.Native-country str UNEQUAL t1.Native-country str AND t0.capital-loss float UNEQUAL t1.capital-loss float AND t0.race str EQUAL t1.race str,3,300000,20997,0,0.31049327405971466,0.06049327405971466
adult,0.25,300000,7,0.9,200,200,175,t0.capital-gain float LESS t1.capital-gain float AND t0.age int GREATER_EQUAL t1.age int AND t0.Hours-per-week float GREATER t1.Hours-per-week float,3,300000,64961,0,0.41505048887439194,0.16505048887439194
adult,0.25,300000,7,0.9,200,200,180,t0.Education-num int GREATER t1.Education-num int AND t0.age int GREATER_EQUAL t1.age int AND t0.capital-loss float LESS t1.capital-loss float,3,300000,65340,2,0.26795134171519763,0.017951341715197633
adult,0.25,300000,7,0.9,200,200,185,t0.Marital-status str UNEQUAL t1.Marital-status str AND t0.sex str EQUAL t1.sex str AND t0.age int EQUAL t1.age int,3,300000,3654,0,0.2739638126205501,0.023963812620550085
adult,0.25,300000,7,0.9,200,200,187,t0.capital-gain float LESS t1.capital-gain float AND t0.Education-num int EQUAL t1.Education-num int AND t0.class str EQUAL t1.class str,3,300000,39215,0,0.2951169342606831,0.045116934260683084
adult,0.25,300000,7,0.9,200,200,189,t0.capital-gain float LESS t1.capital-gain float AND t0.Native-country str UNEQUAL t1.Native-country str AND t0.age int GREATER_EQUAL t1.age int,3,300000,30091,0,0.3180112022850818,0.06801120228508178
adult,0.25,300000,7,0.9,200,200,194,t0.class str UNEQUAL t1.class str AND t0.relationship str EQUAL t1.relationship str AND t0.sex str UNEQUAL t1.sex str,3,300000,29054,2,0.8268494341012528,0.5768494341012528
adult,0.25,300000,7,0.9,200,200,195,t0.capital-gain float LESS t1.capital-gain float AND t0.age int GREATER_EQUAL t1.age int AND t0.Hours-per-week float EQUAL t1.Hours-per-week float,3,300000,36496,0,0.25709264310516156,0.007092643105161556
adult,0.25,300000,7,0.9,200,200,202,t0.relationship str UNEQUAL t1.relationship str AND t0.sex str EQUAL t1.sex str AND t0.age int EQUAL t1.age int,3,300000,3654,0,0.25320946031036173,0.0032094603103617336
adult,0.25,300000,7,0.9,200,200,204,t0.capital-gain float LESS t1.capital-gain float AND t0.race str UNEQUAL t1.race str AND t0.class str EQUAL t1.class str,3,300000,51954,0,0.39513505886826084,0.14513505886826084
adult,0.25,300000,7,0.9,200,200,210,t0.Native-country str UNEQUAL t1.Native-country str AND t0.relationship str EQUAL t1.relationship str AND t0.sex str UNEQUAL t1.sex str,3,300000,25832,1,0.6123585390618929,0.36235853906189286
adult,0.25,300000,7,0.9,200,200,229,t0.occupation str EQUAL t1.occupation str AND t0.relationship str EQUAL t1.relationship str AND t0.sex str UNEQUAL t1.sex str,3,300000,9061,2,0.6583845853384793,0.4083845853384793
adult,0.25,300000,7,0.9,200,200,236,t0.Native-country str UNEQUAL t1.Native-country str AND t0.capital-gain float UNEQUAL t1.capital-gain float AND t0.education str EQUAL t1.education str,3,300000,8740,2,0.26102643852322194,0.011026438523221938
adult,0.25,300000,7,0.9,200,200,238,t0.Education-num int EQUAL t1.Education-num int AND t0.education str UNEQUAL t1.education str,2,300000,56940,1,0.9999412703532364,0.7499412703532364
adult,0.25,300000,7,0.9,200,200,239,t0.Education-num int UNEQUAL t1.Education-num int AND t0.education str EQUAL t1.education str,2,300000,56940,0,0.9999412703532364,0.7499412703532364
adult,0.25,300000,7,0.9,200,200,249,t0.occupation str EQUAL t1.occupation str AND t0.sex str UNEQUAL t1.sex str AND t0.Marital-status str EQUAL t1.Marital-status str,3,300000,11011,1,0.4073228796435349,0.15732287964353492
adult,0.25,300000,7,0.9,200,200,251,t0.capital-gain float LESS t1.capital-gain float AND t0.Hours-per-week float GREATER t1.Hours-per-week float AND t0.sex str UNEQUAL t1.sex str,3,300000,50966,0,0.2731838478604761,0.023183847860476114
adult,0.25,300000,7,0.9,200,200,253,t0.capital-gain float LESS t1.capital-gain float AND t0.sex str UNEQUAL t1.sex str AND t0.Marital-status str EQUAL t1.Marital-status str,3,300000,8948,1,0.4020237870403282,0.1520237870403282
adult,0.25,300000,7,0.9,200,200,263,t0.age int GREATER_EQUAL t1.age int AND t0.Hours-per-week float GREATER t1.Hours-per-week float AND t0.capital-loss float LESS t1.capital-loss float,3,300000,64961,2,0.2588318325821448,0.008831832582144816
adult,0.25,300000,7,0.9,200,200,270,t0.Education-num int GREATER_EQUAL t1.Education-num int AND t0.Hours-per-week float LESS t1.Hours-per-week float AND t0.capital-loss float LESS t1.capital-loss float,3,300000,6327,0,0.2737126721967953,0.023712672196795292
adult,0.25,300000,7,0.9,200,200,272,t0.capital-gain float UNEQUAL t1.capital-gain float AND t0.relationship str EQUAL t1.relationship str AND t0.sex str UNEQUAL t1.sex str,3,300000,14704,2,0.7467973742988931,0.49679737429889315
adult,0.25,300000,7,0.9,200,200,273,t0.Marital-status str UNEQUAL t1.Marital-status str AND t0.Native-country str UNEQUAL t1.Native-country str AND t0.relationship str EQUAL t1.relationship str,3,300000,38914,2,0.7095151021510749,0.45951510215107494
adult,0.25,300000,7,0.9,200,200,283,t0.capital-gain float LESS t1.capital-gain float AND t0.Native-country str UNEQUAL t1.Native-country str AND t0.Hours-per-week float GREATER t1.Hours-per-week float,3,300000,21759,0,0.26108729060577246,0.01108729060577246
adult,0.25,300000,7,0.9,200,200,287,t0.Education-num int EQUAL t1.Education-num int AND t0.Native-country str UNEQUAL t1.Native-country str AND t0.capital-gain float UNEQUAL t1.capital-gain float,3,300000,8740,0,0.26102643852322194,0.011026438523221938
adult,0.25,300000,7,0.9,200,200,299,t0.capital-gain float LESS t1.capital-gain float AND t0.Education-num int GREATER t1.Education-num int AND t0.age int GREATER_EQUAL t1.age int,3,300000,65340,0,0.4239347294169255,0.1739347294169255
adult,0.25,300000,7,0.9,200,200,300,t0.capital-loss float UNEQUAL t1.capital-loss float AND t0.relationship str UNEQUAL t1.relationship str AND t0.Marital-status str EQUAL t1.Marital-status str,3,300000,10199,1,0.5926733459465405,0.34267334594654053
adult,0.25,300000,7,0.9,200,200,301,t0.Marital-status str UNEQUAL t1.Marital-status str AND t0.capital-loss float UNEQUAL t1.capital-loss float AND t0.relationship str EQUAL t1.relationship str,3,300000,8350,0,0.788386546343929,0.538386546343929
adult,0.25,300000,7,0.9,200,200,311,t0.capital-gain float LESS t1.capital-gain float AND t0.class str EQUAL t1.class str AND t0.education str EQUAL t1.education str,3,300000,39215,0,0.2951169342606831,0.045116934260683084
adult,0.25,300000,7,0.9,200,200,313,t0.capital-loss float UNEQUAL t1.capital-loss float AND t0.sex str UNEQUAL t1.sex str AND t0.Marital-status str EQUAL t1.Marital-status str,3,300000,10199,1,0.38727804704031393,0.13727804704031393
adult,0.25,300000,7,0.9,200,200,318,t0.Education-num int GREATER_EQUAL t1.Education-num int AND t0.class str UNEQUAL t1.class str AND t0.capital-loss float LESS t1.capital-loss float,3,300000,6867,0,0.28004152436630236,0.030041524366302363
adult,0.25,300000,7,0.9,200,200,323,t0.capital-gain float LESS t1.capital-gain float AND t0.Education-num int GREATER_EQUAL t1.Education-num int AND t0.Native-country str UNEQUAL t1.Native-country str,3,300000,33965,0,0.2612030997557684,0.011203099755768386
