dataset,target_attr,tau,rho,zone_size,num_edges_after_tau,mask,mask_size,leakage,active_edges,blocked_edges,num_chains,active_chains,blocked_chains,total_time
airport,iso_country,1.0,1.0,6,7,"{home_link,keywords,scheduled_service}",3,0.8014437876411171,4,3,5,1,4,3.0040740966796875e-05
airport,iso_country,1.0,1.0,6,7,"{home_link,keywords,type}",3,0.8412245340616323,5,2,2,2,0,2.7179718017578125e-05
airport,iso_country,1.0,1.0,6,7,"{home_link,municipality,scheduled_service}",3,0.8026828909418277,4,3,5,1,4,3.528594970703125e-05
airport,iso_country,1.0,1.0,6,7,"{home_link,municipality,type}",3,0.8412245340616323,5,2,2,2,0,4.100799560546875e-05
airport,iso_country,1.0,1.0,6,7,"{home_link,scheduled_service,type}",3,0.769155801594405,3,4,4,1,3,3.314018249511719e-05
airport,iso_country,1.0,1.0,6,7,"{keywords,municipality,scheduled_service}",3,0.7986295021514841,4,3,5,1,4,3.62396240234375e-05
airport,iso_country,1.0,1.0,6,7,"{keywords,municipality,type}",3,0.8412245340616323,5,2,2,2,0,3.409385681152344e-05
airport,iso_country,1.0,1.0,6,7,"{keywords,scheduled_service,type}",3,0.7742622840466018,3,4,4,1,3,3.0994415283203125e-05
airport,iso_country,1.0,1.0,6,7,"{municipality,scheduled_service,type}",3,0.7344189464452962,1,6,1,1,0,1.4066696166992188e-05
airport,iso_country,1.0,1.0,6,7,"{continent,home_link,keywords,municipality}",4,0.5854263909130502,6,1,2,1,1,2.8848648071289062e-05
airport,iso_country,1.0,1.0,6,7,"{continent,home_link,keywords,scheduled_service}",4,0.31343694226016594,2,5,12,0,12,4.673004150390625e-05
airport,iso_country,1.0,1.0,6,7,"{continent,home_link,keywords,type}",4,0.4575591669888496,3,4,5,1,4,4.1961669921875e-05
airport,iso_country,1.0,1.0,6,7,"{continent,home_link,municipality,scheduled_service}",4,0.28981769838103577,2,5,12,0,12,5.125999450683594e-05
airport,iso_country,1.0,1.0,6,7,"{continent,home_link,municipality,type}",4,0.4662462250441044,3,4,5,1,4,4.8160552978515625e-05
airport,iso_country,1.0,1.0,6,7,"{continent,home_link,scheduled_service,type}",4,0.16235930130032195,2,5,7,0,7,3.504753112792969e-05
airport,iso_country,1.0,1.0,6,7,"{continent,keywords,municipality,scheduled_service}",4,0.36411425967496447,2,5,12,0,12,4.982948303222656e-05
airport,iso_country,1.0,1.0,6,7,"{continent,keywords,municipality,type}",4,0.4829301057449461,3,4,5,1,4,5.1021575927734375e-05
airport,iso_country,1.0,1.0,6,7,"{continent,keywords,scheduled_service,type}",4,0.18000079972776173,2,5,7,0,7,3.910064697265625e-05
airport,iso_country,1.0,1.0,6,7,"{continent,municipality,scheduled_service,type}",4,0.0,0,7,0,0,0,1.3589859008789062e-05
airport,iso_country,1.0,1.0,6,7,"{home_link,keywords,municipality,scheduled_service}",4,0.8150389898841299,3,4,9,1,8,5.1975250244140625e-05
airport,iso_country,1.0,1.0,6,7,"{home_link,keywords,municipality,type}",4,0.8412245340616323,4,3,2,2,0,5.0067901611328125e-05
airport,iso_country,1.0,1.0,6,7,"{home_link,keywords,scheduled_service,type}",4,0.7780872694104297,3,4,6,1,5,3.600120544433594e-05
airport,iso_country,1.0,1.0,6,7,"{home_link,municipality,scheduled_service,type}",4,0.7344189464452962,1,6,1,1,0,1.4066696166992188e-05
airport,iso_country,1.0,1.0,6,7,"{keywords,municipality,scheduled_service,type}",4,0.7344189464452962,1,6,1,1,0,1.4066696166992188e-05
airport,iso_country,1.0,1.0,6,7,"{continent,home_link,keywords,municipality,scheduled_service}",5,0.0677096536041778,1,6,12,0,12,5.602836608886719e-05
airport,iso_country,1.0,1.0,6,7,"{continent,home_link,keywords,municipality,type}",5,0.4166338632562805,2,5,5,1,4,4.7206878662109375e-05
airport,iso_country,1.0,1.0,6,7,"{continent,home_link,keywords,scheduled_service,type}",5,0.1030083111184168,2,5,1,0,1,2.002716064453125e-05
airport,iso_country,1.0,1.0,6,7,"{continent,home_link,municipality,scheduled_service,type}",5,0.0,0,7,0,0,0,1.52587890625e-05
airport,iso_country,1.0,1.0,6,7,"{continent,keywords,municipality,scheduled_service,type}",5,0.0,0,7,0,0,0,1.5020370483398438e-05
airport,iso_country,1.0,1.0,6,7,"{home_link,keywords,municipality,scheduled_service,type}",5,0.7344189464452962,1,6,1,1,0,1.5020370483398438e-05
airport,iso_country,1.0,1.0,6,7,"{continent,home_link,keywords,municipality,scheduled_service,type}",6,0.0,0,7,0,0,0,1.4066696166992188e-05
adult,education,1.0,1.0,12,42,{},0,0.9588560192028217,42,0,4,4,0,9.512901306152344e-05
adult,education,1.0,1.0,12,42,{age},1,0.9588560192028217,42,0,4,4,0,9.393692016601562e-05
adult,education,1.0,1.0,12,42,{capital_gain},1,0.9563912309071733,41,1,4,3,1,9.202957153320312e-05
adult,education,1.0,1.0,12,42,{capital_loss},1,0.9588560192028217,42,0,4,4,0,7.987022399902344e-05
adult,education,1.0,1.0,12,42,{class},1,0.9563879789822928,41,1,4,3,1,7.82012939453125e-05
adult,education,1.0,1.0,12,42,{education_num},1,0.37956145603790925,40,2,4,2,2,7.796287536621094e-05
adult,education,1.0,1.0,12,42,{hours_per_week},1,0.9588560192028217,42,0,4,4,0,7.510185241699219e-05
adult,education,1.0,1.0,12,42,{marital_status},1,0.9588560192028217,42,0,4,4,0,7.605552673339844e-05
adult,education,1.0,1.0,12,42,{native_country},1,0.9588560192028217,42,0,4,4,0,6.580352783203125e-05
adult,education,1.0,1.0,12,42,{occupation},1,0.9588560192028217,42,0,4,4,0,6.604194641113281e-05
adult,education,1.0,1.0,12,42,{race},1,0.9588560192028217,42,0,4,4,0,6.699562072753906e-05
adult,education,1.0,1.0,12,42,{relationship},1,0.9464497247662784,41,1,4,3,1,7.796287536621094e-05
adult,education,1.0,1.0,12,42,{sex},1,0.9464497247662784,41,1,4,3,1,7.605552673339844e-05
adult,education,1.0,1.0,12,42,"{age,capital_gain}",2,0.9563932103017068,38,4,5,3,2,0.00012373924255371094
adult,education,1.0,1.0,12,42,"{age,capital_loss}",2,0.9588560192028217,42,0,4,4,0,9.989738464355469e-05
adult,education,1.0,1.0,12,42,"{age,class}",2,0.9563879789822928,41,1,4,3,1,9.799003601074219e-05
adult,education,1.0,1.0,12,42,"{age,education_num}",2,0.38487705046241294,39,3,6,2,4,0.00011110305786132812
adult,education,1.0,1.0,12,42,"{age,hours_per_week}",2,0.9588560192028217,41,1,4,4,0,0.0001049041748046875
adult,education,1.0,1.0,12,42,"{age,marital_status}",2,0.9588560192028217,40,2,4,4,0,0.00011181831359863281
adult,education,1.0,1.0,12,42,"{age,native_country}",2,0.9588560192028217,42,0,4,4,0,8.487701416015625e-05
adult,education,1.0,1.0,12,42,"{age,occupation}",2,0.9588560192028217,42,0,4,4,0,8.225440979003906e-05
adult,education,1.0,1.0,12,42,"{age,race}",2,0.9588560192028217,41,1,4,4,0,9.393692016601562e-05
adult,education,1.0,1.0,12,42,"{age,relationship}",2,0.9475511518701856,40,2,5,3,2,0.00011181831359863281
adult,education,1.0,1.0,12,42,"{age,sex}",2,0.9464763550033681,40,2,5,3,2,0.00010704994201660156
adult,education,1.0,1.0,12,42,"{capital_gain,capital_loss}",2,0.9564081721386966,40,2,5,3,2,0.00012922286987304688
adult,education,1.0,1.0,12,42,"{capital_gain,class}",2,0.9562979734856233,37,5,4,3,1,0.00012230873107910156
adult,education,1.0,1.0,12,42,"{capital_gain,education_num}",2,0.3617440096776443,33,9,7,1,6,0.00013017654418945312
adult,education,1.0,1.0,12,42,"{capital_gain,hours_per_week}",2,0.956321196633829,35,7,5,3,2,0.00012087821960449219
adult,education,1.0,1.0,12,42,"{capital_gain,marital_status}",2,0.9564041730463662,38,4,5,3,2,0.000125885009765625
adult,education,1.0,1.0,12,42,"{capital_gain,native_country}",2,0.9563987658356277,40,2,5,3,2,0.00011110305786132812
adult,education,1.0,1.0,12,42,"{capital_gain,occupation}",2,0.9563912309071733,41,1,4,3,1,9.775161743164062e-05
adult,education,1.0,1.0,12,42,"{capital_gain,race}",2,0.9563932103017068,38,4,5,3,2,0.00011181831359863281
adult,education,1.0,1.0,12,42,"{capital_gain,relationship}",2,0.9462727741514884,37,5,6,2,4,0.000125885009765625
adult,education,1.0,1.0,12,42,"{capital_gain,sex}",2,0.9433211981898169,37,5,6,2,4,0.00012183189392089844
adult,education,1.0,1.0,12,42,"{capital_loss,class}",2,0.9564382742956423,37,5,5,3,2,0.00011777877807617188
adult,education,1.0,1.0,12,42,"{capital_loss,education_num}",2,0.6130171569717461,36,6,6,2,4,0.0001201629638671875
adult,education,1.0,1.0,12,42,"{capital_loss,hours_per_week}",2,0.9588560192028217,39,3,4,4,0,0.00011801719665527344
adult,education,1.0,1.0,12,42,"{capital_loss,marital_status}",2,0.9588560192028217,39,3,4,4,0,0.00011897087097167969
adult,education,1.0,1.0,12,42,"{capital_loss,native_country}",2,0.9588560192028217,41,1,4,4,0,0.00010514259338378906
adult,education,1.0,1.0,12,42,"{capital_loss,occupation}",2,0.9588560192028217,42,0,4,4,0,9.202957153320312e-05
adult,education,1.0,1.0,12,42,"{capital_loss,race}",2,0.9588560192028217,40,2,4,4,0,0.00010704994201660156
adult,education,1.0,1.0,12,42,"{capital_loss,relationship}",2,0.9467179971873936,38,4,5,3,2,0.00011992454528808594
adult,education,1.0,1.0,12,42,"{capital_loss,sex}",2,0.9467179971873936,39,3,5,3,2,0.00011396408081054688
adult,education,1.0,1.0,12,42,"{class,education_num}",2,0.36644173885736575,36,6,7,1,6,0.00012183189392089844
adult,education,1.0,1.0,12,42,"{class,hours_per_week}",2,0.9563904575974187,39,3,5,3,2,0.00011110305786132812
adult,education,1.0,1.0,12,42,"{class,marital_status}",2,0.9564503708824292,40,2,5,3,2,0.00011515617370605469
adult,education,1.0,1.0,12,42,"{class,native_country}",2,0.9563952848015902,40,2,5,3,2,0.0001010894775390625
adult,education,1.0,1.0,12,42,"{class,occupation}",2,0.9563879789822928,41,1,4,3,1,8.821487426757812e-05
adult,education,1.0,1.0,12,42,"{class,race}",2,0.9564013851845541,39,3,5,3,2,0.00010323524475097656
adult,education,1.0,1.0,12,42,"{class,relationship}",2,0.9467229921548515,38,4,6,2,4,0.00011682510375976562
adult,education,1.0,1.0,12,42,"{class,sex}",2,0.9467229921548515,39,3,6,2,4,0.00011181831359863281
adult,education,1.0,1.0,12,42,"{education_num,hours_per_week}",2,0.6130171569717461,35,7,6,2,4,0.00011277198791503906
adult,education,1.0,1.0,12,42,"{education_num,marital_status}",2,0.37956145603790925,40,2,4,2,2,0.0001049041748046875
adult,education,1.0,1.0,12,42,"{education_num,native_country}",2,0.37956145603790925,40,2,4,2,2,9.298324584960938e-05
adult,education,1.0,1.0,12,42,"{education_num,occupation}",2,0.37956145603790925,40,2,4,2,2,8.916854858398438e-05
adult,education,1.0,1.0,12,42,"{education_num,race}",2,0.37956145603790925,40,2,4,2,2,9.179115295410156e-05
adult,education,1.0,1.0,12,42,"{education_num,relationship}",2,0.26844210628611875,38,4,7,1,6,0.00011706352233886719
adult,education,1.0,1.0,12,42,"{education_num,sex}",2,0.22945713684513536,37,5,7,1,6,0.00011229515075683594
adult,education,1.0,1.0,12,42,"{hours_per_week,marital_status}",2,0.9588560192028217,42,0,4,4,0,0.00010323524475097656
adult,education,1.0,1.0,12,42,"{hours_per_week,native_country}",2,0.9588560192028217,42,0,4,4,0,9.012222290039062e-05
adult,education,1.0,1.0,12,42,"{hours_per_week,occupation}",2,0.9588560192028217,42,0,4,4,0,8.893013000488281e-05
adult,education,1.0,1.0,12,42,"{hours_per_week,race}",2,0.9588560192028217,41,1,4,4,0,9.894371032714844e-05
adult,education,1.0,1.0,12,42,"{hours_per_week,relationship}",2,0.9464497247662784,41,1,4,3,1,0.00010180473327636719
adult,education,1.0,1.0,12,42,"{hours_per_week,sex}",2,0.9464497247662784,41,1,4,3,1,9.918212890625e-05
adult,education,1.0,1.0,12,42,"{marital_status,native_country}",2,0.9588560192028217,41,1,4,4,0,0.00010919570922851562
adult,education,1.0,1.0,12,42,"{marital_status,occupation}",2,0.9588560192028217,40,2,4,4,0,0.000102996826171875
adult,education,1.0,1.0,12,42,"{marital_status,race}",2,0.9588560192028217,42,0,4,4,0,9.393692016601562e-05
adult,education,1.0,1.0,12,42,"{marital_status,relationship}",2,0.9485533802520001,33,9,5,3,2,0.00011873245239257812
adult,education,1.0,1.0,12,42,"{marital_status,sex}",2,0.9472116222603296,37,5,5,3,2,0.00011396408081054688
adult,education,1.0,1.0,12,42,"{native_country,occupation}",2,0.9588560192028217,42,0,4,4,0,8.20159912109375e-05
adult,education,1.0,1.0,12,42,"{native_country,race}",2,0.9588560192028217,41,1,4,4,0,9.226799011230469e-05
adult,education,1.0,1.0,12,42,"{native_country,relationship}",2,0.9485533802520001,39,3,5,3,2,0.00010585784912109375
adult,education,1.0,1.0,12,42,"{native_country,sex}",2,0.9482191434042546,40,2,5,3,2,0.0001437664031982422
adult,education,1.0,1.0,12,42,"{occupation,race}",2,0.9588560192028217,42,0,4,4,0,0.00013589859008789062
adult,education,1.0,1.0,12,42,"{occupation,relationship}",2,0.9483377277911934,39,3,5,3,2,0.0001251697540283203
adult,education,1.0,1.0,12,42,"{occupation,sex}",2,0.9472116222603296,39,3,5,3,2,0.00011014938354492188
adult,education,1.0,1.0,12,42,"{race,relationship}",2,0.9464497247662784,41,1,4,3,1,0.00011610984802246094
adult,education,1.0,1.0,12,42,"{race,sex}",2,0.9464497247662784,41,1,4,3,1,9.679794311523438e-05
adult,education,1.0,1.0,12,42,"{relationship,sex}",2,0.9412243093240545,35,7,4,3,1,0.00012183189392089844
adult,education,1.0,1.0,12,42,"{age,capital_gain,capital_loss}",3,0.9564104656872606,37,5,7,3,4,0.00020003318786621094
adult,education,1.0,1.0,12,42,"{age,capital_gain,class}",3,0.9562982233181504,34,8,5,3,2,0.000247955322265625
adult,education,1.0,1.0,12,42,"{age,capital_gain,education_num}",3,0.36212168689587787,31,11,11,1,10,0.0002028942108154297
adult,education,1.0,1.0,12,42,"{age,capital_gain,hours_per_week}",3,0.9563218779058748,33,9,7,3,4,0.00017905235290527344
adult,education,1.0,1.0,12,42,"{age,capital_gain,marital_status}",3,0.9564063924588166,33,9,7,3,4,0.00028395652770996094
adult,education,1.0,1.0,12,42,"{age,capital_gain,native_country}",3,0.9564008849862452,37,5,7,3,4,0.0002009868621826172
adult,education,1.0,1.0,12,42,"{age,capital_gain,occupation}",3,0.9563932103017068,38,4,5,3,2,0.00014734268188476562
adult,education,1.0,1.0,12,42,"{age,capital_gain,race}",3,0.9564102212453233,36,6,7,3,4,0.00017905235290527344
adult,education,1.0,1.0,12,42,"{age,capital_gain,relationship}",3,0.9474328679891192,33,9,10,2,8,0.0002167224884033203
adult,education,1.0,1.0,12,42,"{age,capital_gain,sex}",3,0.9433534310678886,33,9,10,2,8,0.0002110004425048828
adult,education,1.0,1.0,12,42,"{age,capital_loss,class}",3,0.9564382742956423,37,5,5,3,2,0.00015091896057128906
adult,education,1.0,1.0,12,42,"{age,capital_loss,education_num}",3,0.6398579377078617,35,7,10,2,8,0.000179290771484375
adult,education,1.0,1.0,12,42,"{age,capital_loss,hours_per_week}",3,0.9588560192028217,38,4,4,4,0,0.00016808509826660156
adult,education,1.0,1.0,12,42,"{age,capital_loss,marital_status}",3,0.9588560192028217,37,5,4,4,0,0.00017309188842773438
adult,education,1.0,1.0,12,42,"{age,capital_loss,native_country}",3,0.9588560192028217,41,1,4,4,0,0.00013113021850585938
adult,education,1.0,1.0,12,42,"{age,capital_loss,occupation}",3,0.9588560192028217,42,0,4,4,0,0.00011706352233886719
adult,education,1.0,1.0,12,42,"{age,capital_loss,race}",3,0.9588560192028217,39,3,4,4,0,0.00016689300537109375
adult,education,1.0,1.0,12,42,"{age,capital_loss,relationship}",3,0.9478730478402813,37,5,7,3,4,0.00017404556274414062
adult,education,1.0,1.0,12,42,"{age,capital_loss,sex}",3,0.9467459532336415,38,4,7,3,4,0.0001728534698486328
adult,education,1.0,1.0,12,42,"{age,class,education_num}",3,0.3721993709951503,35,7,12,1,11,0.00018477439880371094
adult,education,1.0,1.0,12,42,"{age,class,hours_per_week}",3,0.9563908089655154,38,4,6,3,3,0.0001659393310546875
adult,education,1.0,1.0,12,42,"{age,class,marital_status}",3,0.9564644647102504,38,4,6,3,3,0.00017380714416503906
adult,education,1.0,1.0,12,42,"{age,class,native_country}",3,0.9563952848015902,40,2,5,3,2,0.00012993812561035156
adult,education,1.0,1.0,12,42,"{age,class,occupation}",3,0.9563879789822928,41,1,4,3,1,0.00011229515075683594
adult,education,1.0,1.0,12,42,"{age,class,race}",3,0.9564016344259048,38,4,6,3,3,0.00015115737915039062
adult,education,1.0,1.0,12,42,"{age,class,relationship}",3,0.9485484209355781,37,5,9,2,7,0.0001690387725830078
adult,education,1.0,1.0,12,42,"{age,class,sex}",3,0.9467675224391289,38,4,9,2,7,0.00016188621520996094
adult,education,1.0,1.0,12,42,"{age,education_num,hours_per_week}",3,0.6398031312198329,33,9,10,2,8,0.00018715858459472656
adult,education,1.0,1.0,12,42,"{age,education_num,marital_status}",3,0.38607120291224395,37,5,8,2,6,0.00017189979553222656
adult,education,1.0,1.0,12,42,"{age,education_num,native_country}",3,0.38487705046241294,39,3,6,2,4,0.0001270771026611328
adult,education,1.0,1.0,12,42,"{age,education_num,occupation}",3,0.38487705046241294,39,3,6,2,4,0.00012421607971191406
adult,education,1.0,1.0,12,42,"{age,education_num,race}",3,0.38497526566483653,38,4,8,2,6,0.00015497207641601562
adult,education,1.0,1.0,12,42,"{age,education_num,relationship}",3,0.3024585027837883,36,6,13,1,12,0.00018978118896484375
adult,education,1.0,1.0,12,42,"{age,education_num,sex}",3,0.23644525738048094,35,7,13,1,12,0.0001819133758544922
adult,education,1.0,1.0,12,42,"{age,hours_per_week,marital_status}",3,0.9588560192028217,39,3,4,4,0,0.00016617774963378906
adult,education,1.0,1.0,12,42,"{age,hours_per_week,native_country}",3,0.9588560192028217,41,1,4,4,0,0.0001239776611328125
adult,education,1.0,1.0,12,42,"{age,hours_per_week,occupation}",3,0.9588560192028217,41,1,4,4,0,0.00012183189392089844
adult,education,1.0,1.0,12,42,"{age,hours_per_week,race}",3,0.9588560192028217,39,3,4,4,0,0.00015687942504882812
adult,education,1.0,1.0,12,42,"{age,hours_per_week,relationship}",3,0.9475704323469888,39,3,6,3,3,0.0001678466796875
adult,education,1.0,1.0,12,42,"{age,hours_per_week,sex}",3,0.9464768307182855,39,3,6,3,3,0.00015997886657714844
adult,education,1.0,1.0,12,42,"{age,marital_status,native_country}",3,0.9588560192028217,39,3,4,4,0,0.00015282630920410156
adult,education,1.0,1.0,12,42,"{age,marital_status,occupation}",3,0.9588560192028217,38,4,4,4,0,0.00014901161193847656
adult,education,1.0,1.0,12,42,"{age,marital_status,race}",3,0.9588560192028217,39,3,4,4,0,0.00015211105346679688
adult,education,1.0,1.0,12,42,"{age,marital_status,relationship}",3,0.9490105655502458,32,10,6,3,3,0.00017380714416503906
adult,education,1.0,1.0,12,42,"{age,marital_status,sex}",3,0.947381523150722,36,6,6,3,3,0.00016427040100097656
adult,education,1.0,1.0,12,42,"{age,native_country,occupation}",3,0.9588560192028217,42,0,4,4,0,0.000102996826171875
adult,education,1.0,1.0,12,42,"{age,native_country,race}",3,0.9588560192028217,40,2,4,4,0,0.00013494491577148438
adult,education,1.0,1.0,12,42,"{age,native_country,relationship}",3,0.9500593210397505,38,4,7,3,4,0.00015282630920410156
adult,education,1.0,1.0,12,42,"{age,native_country,sex}",3,0.9482542469984421,39,3,7,3,4,0.00014591217041015625
adult,education,1.0,1.0,12,42,"{age,occupation,race}",3,0.9588560192028217,41,1,4,4,0,0.00011205673217773438
adult,education,1.0,1.0,12,42,"{age,occupation,relationship}",3,0.9498038851677157,38,4,7,3,4,0.0001518726348876953
adult,education,1.0,1.0,12,42,"{age,occupation,sex}",3,0.9472419794207896,38,4,7,3,4,0.00015783309936523438
adult,education,1.0,1.0,12,42,"{age,race,relationship}",3,0.94757121403791,39,3,6,3,3,0.0001571178436279297
adult,education,1.0,1.0,12,42,"{age,race,sex}",3,0.9464768500052583,39,3,6,3,3,0.0001499652862548828
adult,education,1.0,1.0,12,42,"{age,relationship,sex}",3,0.9412537613214207,33,9,5,3,2,0.0003237724304199219
adult,education,1.0,1.0,12,42,"{capital_gain,capital_loss,class}",3,0.9563006013964233,32,10,5,3,2,0.00026607513427734375
adult,education,1.0,1.0,12,42,"{capital_gain,capital_loss,education_num}",3,0.6065598792080145,28,14,13,1,12,0.0002460479736328125
adult,education,1.0,1.0,12,42,"{capital_gain,capital_loss,hours_per_week}",3,0.9563374760400585,31,11,7,3,4,0.00020313262939453125
adult,education,1.0,1.0,12,42,"{capital_gain,capital_loss,marital_status}",3,0.9564231678354153,34,8,7,3,4,0.0002627372741699219
adult,education,1.0,1.0,12,42,"{capital_gain,capital_loss,native_country}",3,0.956416902799377,38,4,7,3,4,0.0002238750457763672
adult,education,1.0,1.0,12,42,"{capital_gain,capital_loss,occupation}",3,0.9564081721386966,40,2,5,3,2,0.00015687942504882812
adult,education,1.0,1.0,12,42,"{capital_gain,capital_loss,race}",3,0.9564104656872606,35,7,7,3,4,0.00018787384033203125
adult,education,1.0,1.0,12,42,"{capital_gain,capital_loss,relationship}",3,0.9466182744676538,33,9,10,2,8,0.0002281665802001953
adult,education,1.0,1.0,12,42,"{capital_gain,capital_loss,sex}",3,0.9436287813348966,34,8,10,2,8,0.0002238750457763672
adult,education,1.0,1.0,12,42,"{capital_gain,class,education_num}",3,0.3454947043103517,28,14,11,1,10,0.00023221969604492188
adult,education,1.0,1.0,12,42,"{capital_gain,class,hours_per_week}",3,0.956298430465738,31,11,5,3,2,0.0002181529998779297
adult,education,1.0,1.0,12,42,"{capital_gain,class,marital_status}",3,0.9562996069989455,33,9,5,3,2,0.0002281665802001953
adult,education,1.0,1.0,12,42,"{capital_gain,class,native_country}",3,0.9562989245189748,37,5,5,3,2,0.00015425682067871094
adult,education,1.0,1.0,12,42,"{capital_gain,class,occupation}",3,0.9562979734856233,37,5,4,3,1,0.00014019012451171875
adult,education,1.0,1.0,12,42,"{capital_gain,class,race}",3,0.9562907335091709,34,8,5,3,2,0.0001938343048095703
adult,education,1.0,1.0,12,42,"{capital_gain,class,relationship}",3,0.948909565356389,31,11,8,2,6,0.00021696090698242188
adult,education,1.0,1.0,12,42,"{capital_gain,class,sex}",3,0.9461740390840006,32,10,8,2,6,0.00020599365234375
adult,education,1.0,1.0,12,42,"{capital_gain,education_num,hours_per_week}",3,0.6045379895239822,28,14,13,1,12,0.00025391578674316406
adult,education,1.0,1.0,12,42,"{capital_gain,education_num,marital_status}",3,0.3615658341658834,30,12,11,1,10,0.00026607513427734375
adult,education,1.0,1.0,12,42,"{capital_gain,education_num,native_country}",3,0.36318165100472144,32,10,11,1,10,0.00021386146545410156
adult,education,1.0,1.0,12,42,"{capital_gain,education_num,occupation}",3,0.3617440096776443,33,9,7,1,6,0.0001590251922607422
adult,education,1.0,1.0,12,42,"{capital_gain,education_num,race}",3,0.36212168689587787,30,12,11,1,10,0.00019407272338867188
adult,education,1.0,1.0,12,42,"{capital_gain,education_num,relationship}",3,0.17725958632386285,28,14,16,0,16,0.0002300739288330078
adult,education,1.0,1.0,12,42,"{capital_gain,education_num,sex}",3,0.2421386594297752,29,13,16,0,16,0.0002560615539550781
