dc_id,dc_str,m,nV,nE_best,best_head_idx,best_base,weight
42,t0.occupation str EQUAL t1.occupation str AND t0.Education-num int LESS_EQUAL t1.Education-num int AND t0.capital-gain float UNEQUAL t1.capital-gain float,3,100000,0,-1,0.0,0.0
43,t0.Hours-per-week float GREATER t1.Hours-per-week float AND t0.capital-loss float LESS t1.capital-loss float AND t0.Marital-status str EQUAL t1.Marital-status str,3,100000,1737,0,0.05983922360204811,0.0
44,t0.occupation str EQUAL t1.occupation str AND t0.education str EQUAL t1.education str AND t0.sex str UNEQUAL t1.sex str,3,100000,2299,2,0.20436505120340834,0.0
45,t0.Education-num int EQUAL t1.Education-num int AND t0.occupation str EQUAL t1.occupation str AND t0.sex str UNEQUAL t1.sex str,3,100000,2299,2,0.20436505120340834,0.0
46,t0.workclass str UNEQUAL t1.workclass str AND t0.capital-loss float LESS t1.capital-loss float AND t0.Marital-status str EQUAL t1.Marital-status str,3,100000,0,-1,0.0,0.0
47,t0.capital-gain float LESS t1.capital-gain float AND t0.age int GREATER_EQUAL t1.age int AND t0.education str EQUAL t1.education str,3,100000,9738,0,0.28394100427147567,0.03394100427147567
48,t0.capital-gain float LESS t1.capital-gain float AND t0.relationship str UNEQUAL t1.relationship str AND t0.Marital-status str EQUAL t1.Marital-status str,3,100000,2946,1,0.6066202983212337,0.35662029832123365
49,t0.Hours-per-week float GREATER t1.Hours-per-week float AND t0.fnlwgt int LESS_EQUAL t1.fnlwgt int AND t0.capital-loss float LESS t1.capital-loss float,3,100000,2276,0,0.11062959394084608,0.0
50,t0.capital-gain float LESS t1.capital-gain float AND t0.workclass str UNEQUAL t1.workclass str AND t0.Hours-per-week float EQUAL t1.Hours-per-week float,3,100000,4213,2,0.06392945037702887,0.0
51,t0.Hours-per-week float GREATER t1.Hours-per-week float AND t0.capital-loss float LESS t1.capital-loss float AND t0.sex str UNEQUAL t1.sex str,3,100000,16987,1,0.22886716240180927,0.0
52,t0.Hours-per-week float LESS t1.Hours-per-week float AND t0.capital-loss float LESS t1.capital-loss float AND t0.sex str UNEQUAL t1.sex str,3,100000,0,-1,0.0,0.0
53,t0.Native-country str UNEQUAL t1.Native-country str AND t0.capital-loss float UNEQUAL t1.capital-loss float AND t0.Marital-status str EQUAL t1.Marital-status str,3,100000,0,-1,0.0,0.0
54,t0.Education-num int GREATER_EQUAL t1.Education-num int AND t0.capital-loss float LESS t1.capital-loss float AND t0.sex str UNEQUAL t1.sex str,3,100000,26392,1,0.17750229553981217,0.0
55,t0.race str UNEQUAL t1.race str AND t0.capital-gain float UNEQUAL t1.capital-gain float AND t0.education str EQUAL t1.education str,3,100000,4916,1,0.20665132400700117,0.0
56,t0.race str UNEQUAL t1.race str AND t0.Education-num int EQUAL t1.Education-num int AND t0.capital-gain float UNEQUAL t1.capital-gain float,3,100000,4916,2,0.20665132400700117,0.0
57,t0.occupation str EQUAL t1.occupation str AND t0.education str EQUAL t1.education str AND t0.Marital-status str EQUAL t1.Marital-status str,3,100000,0,-1,0.0,0.0
58,t0.race str UNEQUAL t1.race str AND t0.age int EQUAL t1.age int,2,100000,0,-1,0.0,0.0
59,t0.Education-num int EQUAL t1.Education-num int AND t0.Native-country str UNEQUAL t1.Native-country str AND t0.class str UNEQUAL t1.class str,3,100000,6799,0,0.2742196642081877,0.02421966420818772
60,t0.workclass str EQUAL t1.workclass str AND t0.relationship str EQUAL t1.relationship str AND t0.capital-loss float LESS t1.capital-loss float,3,100000,1379,0,0.0744540779190661,0.0
61,t0.Education-num int GREATER t1.Education-num int AND t0.Hours-per-week float GREATER t1.Hours-per-week float AND t0.capital-loss float LESS t1.capital-loss float,3,100000,17959,2,0.2424252159007254,0.0
62,t0.Native-country str UNEQUAL t1.Native-country str AND t0.capital-loss float UNEQUAL t1.capital-loss float AND t0.workclass str UNEQUAL t1.workclass str,3,100000,0,-1,0.0,0.0
63,t0.capital-loss float UNEQUAL t1.capital-loss float AND t0.class str UNEQUAL t1.class str AND t0.Hours-per-week float EQUAL t1.Hours-per-week float,3,100000,4612,2,0.04546137438702497,0.0
64,t0.Native-country str UNEQUAL t1.Native-country str AND t0.education str EQUAL t1.education str AND t0.relationship str EQUAL t1.relationship str,3,100000,5208,0,0.20249816410406724,0.0
65,t0.capital-gain float LESS t1.capital-gain float AND t0.Education-num int EQUAL t1.Education-num int AND t0.age int GREATER_EQUAL t1.age int,3,100000,9738,0,0.28394100427147567,0.03394100427147567
66,t0.Education-num int LESS t1.Education-num int AND t0.Hours-per-week float GREATER t1.Hours-per-week float AND t0.capital-loss float LESS t1.capital-loss float,3,100000,2372,1,0.28720877663580663,0.03720877663580663
67,t0.class str UNEQUAL t1.class str AND t0.Hours-per-week float GREATER t1.Hours-per-week float AND t0.capital-loss float LESS t1.capital-loss float,3,100000,2359,1,0.2260726928565504,0.0
68,t0.race str UNEQUAL t1.race str AND t0.fnlwgt int LESS_EQUAL t1.fnlwgt int AND t0.capital-loss float LESS t1.capital-loss float,3,100000,2276,0,0.034630780823604726,0.0
69,t0.Native-country str UNEQUAL t1.Native-country str AND t0.capital-loss float UNEQUAL t1.capital-loss float AND t0.relationship str EQUAL t1.relationship str,3,100000,2754,0,0.02721080811136931,0.0
70,t0.Education-num int EQUAL t1.Education-num int AND t0.relationship str EQUAL t1.relationship str AND t0.sex str UNEQUAL t1.sex str,3,100000,5208,2,0.5425383406180412,0.2925383406180412
71,t0.race str UNEQUAL t1.race str AND t0.Education-num int LESS t1.Education-num int AND t0.occupation str EQUAL t1.occupation str,3,100000,10485,2,0.012697311610438777,0.0
72,t0.Marital-status str UNEQUAL t1.Marital-status str AND t0.Education-num int LESS_EQUAL t1.Education-num int AND t0.age int EQUAL t1.age int,3,100000,1238,0,0.18455021248400677,0.0
73,t0.race str UNEQUAL t1.race str AND t0.occupation str EQUAL t1.occupation str AND t0.Hours-per-week float EQUAL t1.Hours-per-week float,3,100000,0,-1,0.0,0.0
74,t0.workclass str UNEQUAL t1.workclass str AND t0.relationship str EQUAL t1.relationship str AND t0.capital-loss float LESS t1.capital-loss float,3,100000,0,-1,0.0,0.0
75,t0.Education-num int EQUAL t1.Education-num int AND t0.class str UNEQUAL t1.class str AND t0.occupation str EQUAL t1.occupation str,3,100000,2299,1,0.043857935681869666,0.0
76,t0.Native-country str UNEQUAL t1.Native-country str AND t0.capital-loss float UNEQUAL t1.capital-loss float AND t0.Education-num int LESS_EQUAL t1.Education-num int,3,100000,5382,0,0.02671716213379942,0.0
77,t0.race str UNEQUAL t1.race str AND t0.fnlwgt int GREATER_EQUAL t1.fnlwgt int AND t0.capital-loss float LESS t1.capital-loss float,3,100000,2331,0,0.006210035800213401,0.0
78,t0.race str UNEQUAL t1.race str AND t0.workclass str UNEQUAL t1.workclass str AND t0.capital-loss float LESS t1.capital-loss float,3,100000,2466,0,0.03760935124512997,0.0
79,t0.Education-num int LESS t1.Education-num int AND t0.Native-country str UNEQUAL t1.Native-country str AND t0.occupation str EQUAL t1.occupation str,3,100000,0,-1,0.0,0.0
80,t0.class str EQUAL t1.class str AND t0.Education-num int GREATER t1.Education-num int AND t0.capital-loss float LESS t1.capital-loss float,3,100000,25098,2,0.22512992878942734,0.0
81,t0.Education-num int LESS t1.Education-num int AND t0.class str EQUAL t1.class str AND t0.capital-loss float LESS t1.capital-loss float,3,100000,2372,1,0.3138060491750029,0.06380604917500288
82,t0.Education-num int EQUAL t1.Education-num int AND t0.Native-country str UNEQUAL t1.Native-country str AND t0.Hours-per-week float EQUAL t1.Hours-per-week float,3,100000,5103,0,0.08211340542495947,0.0
83,t0.age int LESS_EQUAL t1.age int AND t0.relationship str EQUAL t1.relationship str AND t0.capital-loss float LESS t1.capital-loss float,3,100000,0,-1,0.0,0.0
84,t0.capital-gain float LESS t1.capital-gain float AND t0.class str EQUAL t1.class str AND t0.Hours-per-week float EQUAL t1.Hours-per-week float,3,100000,15616,0,0.2784616360550409,0.028461636055040873
85,t0.capital-gain float LESS t1.capital-gain float AND t0.Education-num int GREATER t1.Education-num int AND t0.Hours-per-week float GREATER t1.Hours-per-week float,3,100000,17959,0,0.32371780456812194,0.07371780456812194
86,t0.capital-gain float LESS t1.capital-gain float AND t0.Education-num int GREATER t1.Education-num int AND t0.Hours-per-week float LESS t1.Hours-per-week float,3,100000,3817,1,0.4110377179702828,0.16103771797028282
87,t0.race str UNEQUAL t1.race str AND t0.occupation str EQUAL t1.occupation str AND t0.education str EQUAL t1.education str,3,100000,2299,0,0.035574921524966684,0.0
88,t0.fnlwgt int GREATER_EQUAL t1.fnlwgt int AND t0.age int GREATER_EQUAL t1.age int AND t0.capital-loss float LESS t1.capital-loss float,3,100000,2331,1,0.16297276015357903,0.0
89,t0.age int GREATER_EQUAL t1.age int AND t0.relationship str EQUAL t1.relationship str AND t0.capital-loss float LESS t1.capital-loss float,3,100000,0,-1,0.0,0.0
90,t0.capital-gain float LESS t1.capital-gain float AND t0.class str EQUAL t1.class str AND t0.Native-country str UNEQUAL t1.Native-country str,3,100000,12885,0,0.33918222378512947,0.08918222378512947
91,t0.class str EQUAL t1.class str AND t0.Native-country str UNEQUAL t1.Native-country str AND t0.capital-loss float UNEQUAL t1.capital-loss float,3,100000,12885,2,0.2114668790922464,0.0
92,t0.capital-gain float LESS t1.capital-gain float AND t0.Education-num int GREATER t1.Education-num int AND t0.Marital-status str EQUAL t1.Marital-status str,3,100000,2946,1,0.21294740453005975,0.0
93,t0.race str UNEQUAL t1.race str AND t0.occupation str EQUAL t1.occupation str AND t0.relationship str EQUAL t1.relationship str,3,100000,2984,0,0.1661202663048169,0.0
94,t0.Native-country str UNEQUAL t1.Native-country str AND t0.capital-loss float LESS t1.capital-loss float,2,100000,4606,0,0.01584422745107563,0.0
95,t0.race str UNEQUAL t1.race str AND t0.Education-num int EQUAL t1.Education-num int AND t0.capital-loss float UNEQUAL t1.capital-loss float,3,100000,4916,2,0.109315152017388,0.0
96,t0.capital-gain float LESS t1.capital-gain float AND t0.race str UNEQUAL t1.race str AND t0.age int GREATER_EQUAL t1.age int,3,100000,13293,0,0.2953109908990385,0.045310990899038506
97,t0.relationship str UNEQUAL t1.relationship str AND t0.age int EQUAL t1.age int AND t0.Marital-status str EQUAL t1.Marital-status str,3,100000,992,0,0.4382384206587648,0.18823842065876478
98,t0.Native-country str UNEQUAL t1.Native-country str AND t0.capital-gain float UNEQUAL t1.capital-gain float AND t0.relationship str EQUAL t1.relationship str,3,100000,4913,0,0.03012095628525131,0.0
99,t0.Education-num int EQUAL t1.Education-num int AND t0.age int LESS_EQUAL t1.age int AND t0.capital-loss float UNEQUAL t1.capital-loss float,3,100000,0,-1,0.0,0.0
100,t0.race str UNEQUAL t1.race str AND t0.capital-loss float UNEQUAL t1.capital-loss float AND t0.Marital-status str EQUAL t1.Marital-status str,3,100000,3411,0,0.11873524539212839,0.0
101,t0.fnlwgt int GREATER_EQUAL t1.fnlwgt int AND t0.relationship str EQUAL t1.relationship str AND t0.capital-loss float LESS t1.capital-loss float,3,100000,0,-1,0.0,0.0
102,t0.workclass str EQUAL t1.workclass str AND t0.Native-country str UNEQUAL t1.Native-country str AND t0.capital-loss float UNEQUAL t1.capital-loss float,3,100000,10690,2,0.11218926476967345,0.0
103,t0.relationship str EQUAL t1.relationship str AND t0.fnlwgt int LESS_EQUAL t1.fnlwgt int AND t0.capital-loss float LESS t1.capital-loss float,3,100000,0,-1,0.0,0.0
104,t0.Education-num int EQUAL t1.Education-num int AND t0.Native-country str UNEQUAL t1.Native-country str AND t0.relationship str EQUAL t1.relationship str,3,100000,5208,1,0.20249816410406724,0.0
105,t0.Native-country str UNEQUAL t1.Native-country str AND t0.occupation str EQUAL t1.occupation str AND t0.Hours-per-week float EQUAL t1.Hours-per-week float,3,100000,0,-1,0.0,0.0
106,t0.capital-gain float LESS t1.capital-gain float AND t0.race str UNEQUAL t1.race str AND t0.Education-num int GREATER_EQUAL t1.Education-num int,3,100000,15499,0,0.28314311333734926,0.03314311333734926
107,t0.Education-num int LESS t1.Education-num int AND t0.age int EQUAL t1.age int,2,100000,2106,0,0.011245264993589282,0.0
108,t0.age int GREATER t1.age int AND t0.fnlwgt int LESS_EQUAL t1.fnlwgt int AND t0.capital-loss float LESS t1.capital-loss float,3,100000,25607,2,0.08914029350185373,0.0
109,t0.Education-num int EQUAL t1.Education-num int AND t0.capital-loss float UNEQUAL t1.capital-loss float AND t0.relationship str EQUAL t1.relationship str,3,100000,2754,0,0.036632770516412116,0.0
110,t0.Education-num int LESS_EQUAL t1.Education-num int AND t0.fnlwgt int LESS_EQUAL t1.fnlwgt int AND t0.age int EQUAL t1.age int,3,100000,0,-1,0.0,0.0
111,t0.capital-gain float LESS t1.capital-gain float AND t0.workclass str EQUAL t1.workclass str AND t0.Hours-per-week float EQUAL t1.Hours-per-week float,3,100000,12788,0,0.07940072990654273,0.0
112,t0.workclass str EQUAL t1.workclass str AND t0.Education-num int LESS_EQUAL t1.Education-num int AND t0.age int EQUAL t1.age int,3,100000,0,-1,0.0,0.0
113,t0.Education-num int GREATER_EQUAL t1.Education-num int AND t0.fnlwgt int LESS_EQUAL t1.fnlwgt int AND t0.age int EQUAL t1.age int,3,100000,0,-1,0.0,0.0
114,t0.Marital-status str UNEQUAL t1.Marital-status str AND t0.occupation str EQUAL t1.occupation str AND t0.relationship str EQUAL t1.relationship str,3,100000,2984,0,0.7097878054528086,0.4597878054528086
115,t0.workclass str EQUAL t1.workclass str AND t0.Marital-status str UNEQUAL t1.Marital-status str AND t0.age int EQUAL t1.age int,3,100000,1159,1,0.16955765547201435,0.0
116,t0.Marital-status str UNEQUAL t1.Marital-status str AND t0.fnlwgt int LESS_EQUAL t1.fnlwgt int AND t0.age int EQUAL t1.age int,3,100000,1042,0,0.17311883863937283,0.0
117,t0.Education-num int EQUAL t1.Education-num int AND t0.capital-loss float UNEQUAL t1.capital-loss float AND t0.fnlwgt int LESS_EQUAL t1.fnlwgt int,3,100000,4514,0,0.011092232035975735,0.0
118,t0.capital-loss float UNEQUAL t1.capital-loss float AND t0.education str EQUAL t1.education str AND t0.sex str UNEQUAL t1.sex str,3,100000,8402,0,0.05702618845434459,0.0
119,t0.race str UNEQUAL t1.race str AND t0.Hours-per-week float LESS t1.Hours-per-week float AND t0.occupation str EQUAL t1.occupation str,3,100000,3641,0,0.04700589369372999,0.0
120,t0.capital-gain float LESS t1.capital-gain float AND t0.fnlwgt int GREATER_EQUAL t1.fnlwgt int AND t0.Hours-per-week float EQUAL t1.Hours-per-week float,3,100000,4125,2,0.03356561353856592,0.0
121,t0.class str UNEQUAL t1.class str AND t0.capital-loss float LESS t1.capital-loss float AND t0.Marital-status str EQUAL t1.Marital-status str,3,100000,0,-1,0.0,0.0
122,t0.capital-gain float LESS t1.capital-gain float AND t0.Native-country str UNEQUAL t1.Native-country str AND t0.sex str UNEQUAL t1.sex str,3,100000,8737,0,0.08930568218920426,0.0
123,t0.Native-country str UNEQUAL t1.Native-country str AND t0.occupation str EQUAL t1.occupation str AND t0.Marital-status str EQUAL t1.Marital-status str,3,100000,3612,0,0.016549481422409935,0.0
124,t0.workclass str EQUAL t1.workclass str AND t0.age int GREATER_EQUAL t1.age int AND t0.capital-loss float LESS t1.capital-loss float,3,100000,25964,2,0.1955751920089548,0.0
125,t0.capital-gain float LESS t1.capital-gain float AND t0.Native-country str UNEQUAL t1.Native-country str AND t0.workclass str UNEQUAL t1.workclass str,3,100000,4213,1,0.030244532428764005,0.0
126,t0.capital-gain float LESS t1.capital-gain float AND t0.occupation str EQUAL t1.occupation str,2,100000,0,-1,0.0,0.0
127,t0.Native-country str UNEQUAL t1.Native-country str AND t0.occupation str EQUAL t1.occupation str AND t0.sex str UNEQUAL t1.sex str,3,100000,1876,2,0.10086180628719559,0.0
128,t0.Education-num int EQUAL t1.Education-num int AND t0.capital-gain float UNEQUAL t1.capital-gain float AND t0.Hours-per-week float EQUAL t1.Hours-per-week float,3,100000,4855,1,0.10680204846090431,0.0
129,t0.class str UNEQUAL t1.class str AND t0.capital-loss float LESS t1.capital-loss float AND t0.sex str UNEQUAL t1.sex str,3,100000,2359,2,0.010255101583627456,0.0
130,t0.capital-gain float LESS t1.capital-gain float AND t0.Education-num int LESS t1.Education-num int AND t0.Hours-per-week float EQUAL t1.Hours-per-week float,3,100000,4335,2,0.10213644564720259,0.0
131,t0.capital-gain float LESS t1.capital-gain float AND t0.Native-country str UNEQUAL t1.Native-country str AND t0.Marital-status str EQUAL t1.Marital-status str,3,100000,0,-1,0.0,0.0
132,t0.fnlwgt int EQUAL t1.fnlwgt int,1,100000,0,-1,0.0,0.0
133,t0.capital-gain float LESS t1.capital-gain float AND t0.Education-num int GREATER t1.Education-num int AND t0.Hours-per-week float EQUAL t1.Hours-per-week float,3,100000,9310,0,0.19459661585591922,0.0
134,t0.capital-gain float LESS t1.capital-gain float AND t0.race str UNEQUAL t1.race str AND t0.Hours-per-week float LESS t1.Hours-per-week float,3,100000,3817,1,0.06373046683376457,0.0
135,t0.capital-gain float LESS t1.capital-gain float AND t0.race str UNEQUAL t1.race str AND t0.Hours-per-week float GREATER t1.Hours-per-week float,3,100000,9488,0,0.2637272014190152,0.013727201419015178
136,t0.workclass str EQUAL t1.workclass str AND t0.Education-num int GREATER t1.Education-num int AND t0.capital-loss float LESS t1.capital-loss float,3,100000,20289,2,0.2084312406157119,0.0
137,t0.fnlwgt int GREATER_EQUAL t1.fnlwgt int AND t0.Education-num int GREATER t1.Education-num int AND t0.capital-loss float LESS t1.capital-loss float,3,100000,2331,1,0.1873156636395961,0.0
138,t0.Education-num int GREATER t1.Education-num int AND t0.fnlwgt int LESS_EQUAL t1.fnlwgt int AND t0.capital-loss float LESS t1.capital-loss float,3,100000,20763,2,0.1592660159435269,0.0
139,t0.workclass str EQUAL t1.workclass str AND t0.fnlwgt int LESS_EQUAL t1.fnlwgt int AND t0.age int EQUAL t1.age int,3,100000,0,-1,0.0,0.0
140,t0.class str EQUAL t1.class str AND t0.relationship str EQUAL t1.relationship str AND t0.capital-loss float LESS t1.capital-loss float,3,100000,1379,0,0.090791750201641,0.0
141,t0.Hours-per-week float LESS t1.Hours-per-week float AND t0.occupation str EQUAL t1.occupation str AND t0.education str EQUAL t1.education str,3,100000,2299,0,0.03141273174312798,0.0
142,t0.Education-num int LESS t1.Education-num int AND t0.occupation str EQUAL t1.occupation str AND t0.Hours-per-week float EQUAL t1.Hours-per-week float,3,100000,0,-1,0.0,0.0
143,t0.Education-num int EQUAL t1.Education-num int AND t0.capital-loss float UNEQUAL t1.capital-loss float AND t0.sex str EQUAL t1.sex str,3,100000,5349,0,0.0460886151544498,0.0
144,t0.capital-gain float LESS t1.capital-gain float AND t0.Hours-per-week float GREATER t1.Hours-per-week float AND t0.education str EQUAL t1.education str,3,100000,7163,0,0.16881016991781458,0.0
145,t0.race str UNEQUAL t1.race str AND t0.class str EQUAL t1.class str AND t0.capital-loss float LESS t1.capital-loss float,3,100000,17460,2,0.215542313482142,0.0
146,t0.Native-country str UNEQUAL t1.Native-country str AND t0.occupation str EQUAL t1.occupation str AND t0.capital-gain float UNEQUAL t1.capital-gain float,3,100000,0,-1,0.0,0.0
147,t0.race str UNEQUAL t1.race str AND t0.capital-loss float UNEQUAL t1.capital-loss float AND t0.Hours-per-week float EQUAL t1.Hours-per-week float,3,100000,6896,1,0.02033649761228559,0.0
148,t0.capital-gain float LESS t1.capital-gain float AND t0.Education-num int GREATER t1.Education-num int AND t0.sex str UNEQUAL t1.sex str,3,100000,17990,0,0.2791744991066356,0.02917449910663561
149,t0.capital-gain float LESS t1.capital-gain float AND t0.Hours-per-week float LESS t1.Hours-per-week float AND t0.education str EQUAL t1.education str,3,100000,3817,2,0.15325508048013917,0.0
150,t0.Education-num int LESS t1.Education-num int AND t0.relationship str EQUAL t1.relationship str AND t0.capital-loss float LESS t1.capital-loss float,3,100000,0,-1,0.0,0.0
151,t0.capital-loss float UNEQUAL t1.capital-loss float AND t0.relationship str EQUAL t1.relationship str AND t0.sex str UNEQUAL t1.sex str,3,100000,2754,2,0.7445050947965786,0.49450509479657856
152,t0.capital-loss float UNEQUAL t1.capital-loss float AND t0.age int EQUAL t1.age int,2,100000,0,-1,0.0,0.0
